2018-07-16  401 
2018-07-17  453 
2018-07-18  518 
2018-07-19  552 
2018-07-20  375 
2018-07-21  373 
2018-07-22  388 
2018-07-23  624 
2018-07-24  655 
2018-07-25  406 
2018-07-26  357 
2018-07-27  379 
2018-07-28  405 
2018-07-29  425 
2018-07-30  377 
2018-07-31  439 
2018-08-01  11 
2018-08-01  449 
2018-08-02  700 
2018-08-03  386 
2018-08-04  306 
2018-08-05  292 
2018-08-06  357 
2018-08-07  419 
2018-08-08  373 
2018-08-09  353 
2018-08-10  416 
2018-08-11  443 
2018-08-12  394 
2018-08-13  368 
2018-08-14  440 
2018-08-15  456 
2018-08-16  556 
2018-08-17  463 
2018-08-18  349 
2018-08-19  375 
2018-08-20  408 
2018-08-21  362 
2018-08-22  358 
2018-08-23  355 
2018-08-24  383 
2018-08-25  367 
2018-08-26  455 
2018-08-27  394 
2018-08-28  379 
2018-08-29  2 
2018-09-01  368 
2018-09-02  503 
2018-09-03  476 
2018-09-04  477 
2018-09-05  441 
2018-09-06  407 
2018-09-07  441 
2018-09-08  301 
2018-09-09  464 
2018-09-10  435 
2018-09-11  418 
2018-09-12  524 
2018-09-13  541 
2018-09-14  525 
2018-09-15  542 
2018-09-16  498 
2018-09-17  569 
2018-09-18  518 
2018-09-19  744 
2018-09-20  514 
2018-09-21  519 
2018-09-22  619 
2018-09-23  483 
2018-09-24  461 
2018-09-25  423 
2018-09-26  404 
2018-09-27  438 
2018-09-28  41 
